Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Latitude;Longitude
Botafogo;3;1;0;120;2200.0;1085.0;189.0;-22.95576364683933;-43.18768127155589
Barra da Tijuca;2;1;0;62;2300.0;1100.0;179.0;-23.003892355823115;-43.36315703792801
Ipanema;2;1;2;115;8000.0;2520.0;777.0;-22.984068664400414;-43.19786564969923
Leme;2;0;0;75;2800.0;430.0;0.0;-22.958051121262688;-43.16243425893604
Curicica;4;2;3;191;2500.0;1044.0;267.0;-22.952217053923054;-43.3917604313823
Barra da Tijuca;1;1;0;47;1500.0;1624.0;440.0;-22.99934678541856;-43.3661775253397
Flamengo;2;1;1;68;4000.0;966.0;0.0;-22.937737417853747;-43.179019230398936
Laranjeiras;2;1;0;87;2400.0;718.0;130.0;-22.93229879228487;-43.187289191685224
Barra da Tijuca;5;3;3;450;10000.0;1200.0;0.0;-22.997799923592282;-43.36222345784427
Copacabana;3;1;0;106;3300.0;1200.0;230.0;-22.96817320199479;-43.180678220729554
Ipanema;2;0;0;100;2700.0;1600.0;244.0;-22.984363524222605;-43.2016192185955
Campo Grande;2;1;0;60;1400.0;490.0;0.0;-22.90071153000554;-43.557701897163504
Barra da Tijuca;4;3;3;360;12000.0;4198.0;1500.0;-23.002067992243013;-43.36500810526031
Barra da Tijuca;2;1;1;86;2500.0;1300.0;170.0;-22.995384397779315;-43.363361582286025
Freguesia (Jacarepaguá);3;2;1;110;2500.0;990.0;120.0;-22.945080820651658;-43.343160911207484
Recreio dos Bandeirantes;2;1;1;100;1700.0;670.0;0.0;-23.020226777797333;-43.46086195684456
Gávea;2;1;1;100;2600.0;1230.0;0.0;-22.97892982605587;-43.23871988246094
Barra da Tijuca;3;2;3;105;3300.0;1500.0;270.0;-22.996548620259393;-43.365951781037346
Copacabana;2;3;1;207;15000.0;1600.0;400.0;-22.974525001813088;-43.1824605555494
Botafogo;1;0;0;56;1500.0;650.0;0.0;-22.95231413616489;-43.18706546928224
Ipanema;2;1;1;90;8000.0;4000.0;800.0;-22.988363054443113;-43.19979802745529
Barra da Tijuca;3;3;3;169;5000.0;2215.0;0.0;-23.003084942605124;-43.36835377879597
Cidade Jardim;3;2;1;196;12000.0;1700.0;190.0;-21.790554749814426;-41.304680824616476
Campo Grande;2;1;0;48;1500.0;380.0;0.0;-22.90042548584588;-43.556322700275835
Copacabana;2;2;2;90;10000.0;3300.0;3140.0;-22.968054156344497;-43.18059212535525
Barra da Tijuca;3;4;3;393;25000.0;5900.0;0.0;-23.00024053025387;-43.367267273220975
Tijuca;2;1;1;87;2200.0;871.0;145.0;-22.9247164464982;-43.23171851313921
Barra da Tijuca;4;3;4;233;10000.0;3100.0;550.0;-23.000071780199846;-43.36308404571427
Barra da Tijuca;3;2;1;210;6200.0;2250.0;450.0;-22.997966220555647;-43.365520895366494
Laranjeiras;2;1;0;75;2800.0;880.0;0.0;-22.93532369702222;-43.18565786768258
Ipanema;4;2;1;300;13000.0;3080.0;0.0;-22.98013087574265;-43.204215164183324
Ipanema;1;0;1;55;2800.0;778.0;0.0;-22.98257237915047;-43.205174465865646
Barra da Tijuca;1;1;1;45;1500.0;670.0;1.0;-23.00380196609745;-43.362390877401786
Barra da Tijuca;3;1;1;125;5500.0;1710.0;200.0;-22.998969450442136;-43.36524860910428
Gávea;1;1;0;50;2700.0;691.0;132.0;-22.979640350947825;-43.23979467762879
Jacarepaguá;3;1;1;63;1400.0;550.0;60.0;-22.953252708988543;-43.37431719965641
Barra da Tijuca;2;1;1;80;2700.0;1500.0;200.0;-22.996120044296575;-43.3628779309892
Tijuca;3;1;0;100;1400.0;864.0;112.0;-22.9265945947183;-43.23551614566699
Leblon;3;1;1;100;5900.0;1200.0;480.0;-22.986496084345163;-43.22915447906013
Vila da Penha;2;1;0;65;1300.0;100.0;0.0;-22.845393920084998;-43.31161184451413
Barra da Tijuca;4;2;2;140;6000.0;1280.0;830.0;-23.001257659561713;-43.36988701195994
Leblon;1;1;0;48;3200.0;670.0;89.0;-22.9869737288645;-43.22681829261996
Botafogo;1;1;1;65;2300.0;603.0;0.0;-22.95461643428707;-43.18556038468869
Recreio dos Bandeirantes;2;1;1;62;1600.0;420.0;0.0;-23.01547873008997;-43.46602857796471
Copacabana;3;1;1;150;6000.0;2600.0;0.0;-22.974681892273818;-43.18260081936338
Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;126.0;-23.01863887293228;-43.466914495223335
Cachambi;2;1;1;60;1600.0;350.0;0.0;-22.894221567501965;-43.272105770448036
Maracanã;2;1;0;82;1800.0;700.0;0.0;-22.90968023896562;-43.22737153959223
Grajaú;3;1;0;95;1000.0;924.0;98.0;-22.91976047608117;-43.26811898014562
Cachambi;3;0;0;61;900.0;360.0;16.0;-22.886124110330705;-43.27346484698254
Barra da Tijuca;3;2;1;141;3300.0;1301.0;352.0;-22.997288235980427;-43.36601194212104
Ipanema;3;0;0;156;4700.0;1180.0;0.0;-22.98806082791782;-43.20363267600239
Ipanema;4;2;2;270;20000.0;2800.0;1000.0;-22.98681159980326;-43.20066358058522
Ipanema;1;0;1;40;6500.0;520.0;106.0;-22.985395066304946;-43.19792035710679
Engenho Novo;2;1;0;50;900.0;250.0;18.0;-22.9074469017813;-43.26507791743019
Recreio dos Bandeirantes;3;3;2;350;4500.0;1600.0;870.0;-23.015405254231784;-43.46404210730914
Flamengo;2;1;0;90;3000.0;750.0;200.0;-22.93642550728247;-43.175457274862794
Ipanema;3;2;1;120;7000.0;2000.0;520.0;-22.98445370227377;-43.20351696452468
Camorim;3;2;1;73;1900.0;760.0;79.0;-22.96933237976395;-43.43023494397679
Centro;0;0;0;145;6000.0;3796.0;940.0;-22.276295503236696;-42.52854526616988
Ipanema;2;1;0;80;3600.0;1300.0;145.0;-22.987541860514654;-43.20369972836942
Recreio dos Bandeirantes;3;2;1;100;2300.0;650.0;135.0;-23.021762252230232;-43.46762815350416
Recreio dos Bandeirantes;3;2;1;90;1850.0;1245.0;135.0;-23.016351892462993;-43.46731813035911
Barra da Tijuca;2;1;1;69;2000.0;960.0;67.0;-22.99572034813735;-43.368356740762756
Ipanema;2;1;1;87;3700.0;1400.0;288.0;-22.98339076321152;-43.19877017493004
Copacabana;3;1;1;115;4500.0;757.0;251.0;-22.97253112435048;-43.180649212045964
Botafogo;2;1;0;80;2600.0;835.0;120.0;-22.952709519207776;-43.18953089880428
Barra da Tijuca;2;2;2;120;4500.0;2352.0;587.0;-22.997950109205703;-43.36814556638094
Jardim Guanabara;3;0;1;80;1900.0;480.0;750.0;-22.817151361553208;-43.201500917545424
Recreio dos Bandeirantes;2;2;1;76;1600.0;600.0;120.0;-23.018288523015478;-43.46158353764599
Recreio dos Bandeirantes;3;2;1;90;1800.0;650.0;800.0;-23.016770791190698;-43.4603125972443
Barra da Tijuca;3;3;3;180;7000.0;2000.0;494.0;-22.998526912010608;-43.36341128630819
Tijuca;2;1;0;73;1950.0;700.0;70.0;-22.92827814700518;-43.23302140327019
Copacabana;2;1;1;85;3700.0;1033.0;170.0;-22.972211077971533;-43.18015483647928
Recreio dos Bandeirantes;2;1;1;56;1400.0;438.0;0.0;-23.02050498014514;-43.46754625461617
Engenho Novo;2;0;0;80;1400.0;205.0;35.0;-22.908578665969216;-43.26595376936382
Barra da Tijuca;4;3;4;230;13000.0;4500.0;1400.0;-23.00044010289914;-43.36254122268802
Copacabana;3;0;0;105;3000.0;1250.0;0.0;-22.975887421937934;-43.181365167558006
Ipanema;3;1;1;107;6500.0;1260.0;240.0;-22.986090719809752;-43.20516389762326
São Cristóvão;3;0;0;74;2400.0;280.0;12.0;-22.89528004170598;-43.22073489150523
Barra da Tijuca;1;1;0;70;1490.0;790.0;240.0;-23.001021616716233;-43.365587967232784
Lagoa;2;1;1;85;3200.0;1240.0;229.0;-22.963353857242602;-43.20572905160272
Centro;1;0;0;47;950.0;250.0;0.0;-22.276226929939554;-42.536308695153785
Tijuca;2;1;1;75;1900.0;600.0;49.0;-22.92107555383818;-43.23664834584393
Leblon;3;2;1;156;13000.0;1925.0;395.0;-22.98008100319523;-43.222333532946536
Recreio dos Bandeirantes;2;1;1;85;2000.0;700.0;0.0;-23.021926002103655;-43.46316514763299
Tijuca;1;1;0;63;1400.0;675.0;72.0;-22.9277771421006;-43.231617711508484
Copacabana;2;1;1;115;3800.0;1150.0;0.0;-22.971340214382042;-43.18227038165889
Copacabana;3;1;1;130;6000.0;1300.0;178.0;-22.970492231453235;-43.18204864922919
Botafogo;3;2;1;118;3500.0;1260.0;250.0;-22.95199468094297;-43.1876171570416
Recreio dos Bandeirantes;4;3;4;230;3400.0;1261.0;550.0;-23.01404641602769;-43.46015562546748
Barra da Tijuca;3;1;1;85;1600.0;928.0;0.0;-23.000880548207423;-43.364420190134226
Leblon;3;2;1;110;5500.0;1030.0;350.0;-22.985593739850533;-43.22279008778199
Leblon;4;2;1;156;6900.0;1563.0;366.0;-22.987359430032406;-43.221801117751106
Barra da Tijuca;2;1;1;73;2500.0;1195.0;213.0;-22.99713041652668;-43.367611484134464
Praça Seca;1;1;0;56;900.0;240.0;125.0;-22.902092508332952;-43.35602814835769
Recreio dos Bandeirantes;4;2;2;160;1900.0;912.0;160.0;-23.01929579809792;-43.460512172060824
Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;-22.999203400764266;-43.3698574452624
Recreio dos Bandeirantes;2;0;1;80;2000.0;1210.0;150.0;-23.020924865364066;-43.46645101731612
Laranjeiras;1;1;0;40;2000.0;903.0;80.0;-22.937490814919705;-43.18557365959925
Copacabana;3;1;1;170;3500.0;1900.0;0.0;-22.975275066601874;-43.18026778278387
Copacabana;3;0;1;113;3500.0;1100.0;0.0;-22.97016073488113;-43.18499169569376
Leblon;4;2;2;160;7000.0;1930.0;600.0;-22.98786005741146;-43.22264881964361
Lagoa;4;2;1;250;7500.0;2700.0;800.0;-22.966425854124953;-43.20250600602727
Vila Kosmos;3;0;0;78;1380.0;200.0;0.0;-22.851004216168125;-43.30035141578966
Leme;3;1;0;114;2980.0;560.0;0.0;-22.965189226752454;-43.17077122783563
Recreio dos Bandeirantes;3;1;1;85;2000.0;1200.0;203.0;-23.01702189927026;-43.465149781085344
São Cristóvão;2;0;0;58;900.0;591.0;0.0;-22.89854784434832;-43.218863235719525
Engenho de Dentro;2;1;1;75;1300.0;676.0;52.0;-22.90707938258197;-43.29942309955852
Recreio dos Bandeirantes;3;1;1;81;2400.0;800.0;140.0;-23.015091638195436;-43.45898730902029
Lagoa;4;3;1;240;7500.0;2700.0;800.0;-22.965732243871887;-43.20604200314191
Campo Grande;2;1;0;53;700.0;130.0;0.0;-22.89916641507738;-43.56348416007913
Leblon;3;2;1;135;7000.0;1580.0;530.0;-22.98021552882894;-43.22465024869607
Copacabana;3;0;1;90;4000.0;618.0;171.0;-22.969262972378356;-43.18517495038825
Tijuca;3;1;0;98;2300.0;890.0;106.0;-22.92753709689436;-43.22845059855987
Botafogo;4;1;1;300;4500000.0;1100.0;0.0;-22.951736764027807;-43.19031235640568
Tijuca;2;0;0;61;1500.0;500.0;0.0;-22.92492649082039;-43.23332863717917
Ipanema;1;2;1;64;3770.0;1700.0;230.0;-22.987564276874792;-43.199814665984796
Grajaú;2;1;1;71;1700.0;863.0;0.0;-22.923530982156993;-43.26198127361622
Recreio dos Bandeirantes;3;2;1;127;2600.0;1100.0;0.0;-23.01731453093178;-43.46266891207122
Copacabana;2;1;1;62;1900.0;1750.0;150.0;-22.97160137452441;-43.18646495737151
Recreio dos Bandeirantes;4;3;3;190;3200.0;1200.0;300.0;-23.015780270398068;-43.46042738194162
Ipanema;2;1;1;85;5000.0;5000.0;25.0;-22.987140688446505;-43.20647554054449
Leblon;1;0;1;90;5900.0;1515.0;599.0;-22.986818199756307;-43.22213924894338
Barra da Tijuca;3;2;1;127;3500.0;1577.0;3025.0;-22.999651588965225;-43.36569997588003
Barra da Tijuca;4;4;4;293;9000.0;4200.0;0.0;-22.996489730730403;-43.365908017888074
Copacabana;3;2;0;210;6600.0;1600.0;0.0;-22.97586205384711;-43.18863128796883
Leblon;3;2;1;200;8700.0;2792.0;0.0;-22.983340338708114;-43.22312074201106
Copacabana;1;0;0;40;1500.0;500.0;28.0;-22.967587744566938;-43.18611913735536
Maracanã;3;0;1;102;1300.0;811.0;106.0;-22.911566483316427;-43.22711958464854
Barra da Tijuca;3;2;2;112;2900.0;1850.0;280.0;-23.002016789608962;-43.3640555298276
Botafogo;1;0;1;35;1700.0;204.0;25.0;-22.949228876273835;-43.18469930784484
Ipanema;3;1;2;250;10000.0;2400.0;900.0;-22.98089776147171;-43.198457042576116
Copacabana;3;1;1;170;4500.0;1400.0;260.0;-22.973218497377882;-43.18763879728669
Barra da Tijuca;2;1;0;57;1380.0;665.0;105.0;-23.00221232155978;-43.36598570154424
Flamengo;2;1;1;98;3300.0;1400.0;200.0;-22.936121883924805;-43.17633343611867
Barra da Tijuca;2;1;2;100;3900.0;1315.0;260.0;-23.003703342847825;-43.36413510271055
Catete;1;0;0;31;1300.0;390.0;24.0;-22.927533060689278;-43.18450497891341
Leblon;2;1;0;103;6500.0;1150.0;332.0;-22.980124781460894;-43.2286804049397
Centro;1;0;0;30;800.0;280.0;24.0;-22.277474712003315;-42.536620429418576
Flamengo;3;1;1;250;7000.0;1517.0;612.0;-22.938235112871165;-43.174414237369646
Copacabana;3;0;0;120;3500.0;990.0;250.0;-22.970429096173746;-43.18004706448523
Centro;1;0;0;25;1000.0;280.0;0.0;-22.276123380167245;-42.536466169590774
Barra da Tijuca;2;1;1;81;1700.0;1150.0;100.0;-23.000723413949927;-43.364783233822735
Barra da Tijuca;3;2;1;193;6000.0;1833.0;864.0;-22.998782471390694;-43.36625766128551
Leblon;4;2;1;200;6500.0;1100.0;470.0;-22.980158381164372;-43.22545506414311
Copacabana;1;0;0;38;1500.0;331.0;24.0;-22.96973652344126;-43.18166683480434
Barra da Tijuca;4;3;2;160;10000.0;2300.0;250.0;-23.003094462845453;-43.36876885958372
Ipanema;1;0;0;50;2000.0;520.0;23.0;-22.982921638020166;-43.199880905434405
Copacabana;2;0;0;80;2000.0;1116.0;80.0;-22.969359791654988;-43.18626576030977
Freguesia (Jacarepaguá);4;2;1;128;3200.0;1020.0;250.0;-22.937391202729106;-43.34129715880225
Copacabana;3;1;2;140;6500.0;2000.0;2100.0;-22.970659631358274;-43.18449547444526
Leblon;3;1;1;140;8500.0;1500.0;0.0;-22.98116192849982;-43.22123275316112
Vicente de Carvalho;1;0;0;40;610.0;95.0;0.0;-22.860264833867245;-43.3201924947504
Tijuca;2;1;0;91;1800.0;1011.0;52.0;-22.92384429033966;-43.23123384103147
Tijuca;2;0;0;65;1800.0;580.0;87.0;-22.92664645089491;-43.228552692770414
Engenho Novo;2;1;1;70;1200.0;800.0;260.0;-22.90663630747275;-43.269817161404696
Barra da Tijuca;3;3;3;262;15000.0;2500.0;800.0;-23.00034572625468;-43.364694854917595
Ipanema;4;1;2;120;5500.0;1890.0;0.0;-22.98817747389446;-43.200737675853865
Cosmos;2;0;0;45;500.0;200.0;0.0;-22.91170809421508;-43.616689184638815
Ipanema;3;2;1;163;8000.0;3400.0;640.0;-22.987692116016962;-43.20019816870781
Cosme Velho;3;1;1;143;2800.0;1000.0;284.0;-22.937989445801954;-43.20236331806045
Barra da Tijuca;4;3;2;233;6500.0;3100.0;0.0;-23.002930325916818;-43.36932551632964
Tijuca;2;0;0;73;1000.0;380.0;61.0;-22.92346249890695;-43.2368260107071
Barra da Tijuca;3;2;1;114;2800.0;1322.0;162.0;-23.00091470984604;-43.36724189087401
Vila Isabel;2;0;0;80;1400.0;443.0;20.0;-22.917659893912546;-43.24749830262785
Flamengo;6;2;4;553;11000.0;4817.0;1798.0;-22.934303536163817;-43.1718312937079
Flamengo;4;0;1;290;9200.0;1800.0;700.0;-22.93122279753718;-43.17642634088078
Ipanema;4;2;0;300;16000.0;2100.0;450.0;-22.98020170310569;-43.20316041544489
Leblon;2;1;1;73;3000.0;1480.0;207.0;-22.985229328003044;-43.22887487799711
Barra da Tijuca;2;1;1;85;2300.0;1500.0;232.0;-22.99942278141799;-43.36483184445277
Botafogo;4;2;1;160;8000.0;2200.0;398.0;-22.95306581009861;-43.18980217407383
Copacabana;3;0;0;180;4500.0;855.0;232.0;-22.97370072322617;-43.187702071592
Copacabana;3;1;1;100;2700.0;1000.0;216.0;-22.967937536514125;-43.185773646651086
Barra da Tijuca;4;3;4;170;4500.0;2500.0;364.0;-22.99963744035677;-43.36748727739968
Tijuca;2;1;0;61;1200.0;550.0;0.0;-22.92576025532213;-43.23050971176487
Copacabana;3;0;0;117;2300.0;1222.0;0.0;-22.96863356852171;-43.18365867770724
Copacabana;2;1;0;85;2200.0;917.0;129.0;-22.970277934795362;-43.187601278078965
Cachambi;2;1;0;80;1150.0;600.0;0.0;-22.888015553944978;-43.27234793504559
Laranjeiras;1;0;0;30;1500.0;440.0;193.0;-22.930506214007398;-43.185477946870996
Ipanema;3;1;1;160;6500.0;2000.0;500.0;-22.98300885664117;-43.19772974161242
Barra da Tijuca;3;1;1;80;2800.0;1300.0;180.0;-22.99829132056787;-43.364331207230705
Botafogo;2;1;1;74;3400.0;895.0;84.0;-22.950843707002353;-43.1896457711483
Jardim Botânico;2;1;1;80;5300.0;804.0;104.0;-22.963912247095404;-43.22575750710218
Barra da Tijuca;2;2;1;130;2200.0;1250.0;170.0;-23.0034215107455;-43.3618520299935
Méier;2;1;0;80;1100.0;745.0;81.0;-22.901822920170897;-43.28039993095156
Tijuca;2;1;0;65;1300.0;790.0;0.0;-22.926153409779506;-43.22947087346876
Gávea;3;2;1;85;4700.0;1416.0;300.0;-22.98127132177683;-43.23659246014474
Ipanema;3;2;1;150;6300.0;2200.0;495.0;-22.982773407139504;-43.205542008196225
Barra da Tijuca;1;1;1;71;2500.0;1100.0;0.0;-23.00197606355063;-43.369727122252655
Botafogo;3;2;1;170;4400.0;1950.0;364.0;-22.95359569537477;-43.18739694427169
Barra da Tijuca;2;1;1;100;3000.0;1450.0;230.0;-23.001799139193732;-43.363462966087766
Rio Comprido;4;1;0;110;1650.0;500.0;0.0;-22.929844377352577;-43.20695964418426
Ipanema;2;0;0;65;2500.0;849.0;0.0;-22.983834038805952;-43.19950966258115
Praça Seca;2;0;0;90;500.0;258.0;13.0;-22.900944635303077;-43.35188021089272
Barra da Tijuca;3;3;2;315;6000.0;18134.0;1207.0;-22.996088102615577;-43.363666359172
Jacarepaguá;2;1;1;70;1550.0;360.0;27.0;-22.94950764132066;-43.36761400723697
Copacabana;1;0;0;50;2000.0;430.0;0.0;-22.971379865678777;-43.183810859260035
Leblon;4;1;0;104;4200.0;1250.0;355.0;-22.98482418105983;-43.22302777107189
Leblon;4;2;2;205;17000.0;6000.0;7720.0;-22.985203671308874;-43.22130959254887
Ipanema;3;1;1;127;7000.0;1056.0;295.0;-22.981024083075184;-43.19930775744081
Recreio dos Bandeirantes;3;2;1;100;2000.0;850.0;150.0;-23.018356054146643;-43.46348214124603
Barra da Tijuca;3;2;1;140;5000.0;2330.0;703.0;-23.00053654680628;-43.36620781114333
São Conrado;2;3;2;240;7500.0;3200.0;1180.0;-22.99348400865881;-43.26809131044143
Ipanema;4;3;2;240;10500.0;3800.0;0.0;-22.98464106698798;-43.2033767120077
Barra da Tijuca;3;1;1;100;3200.0;1250.0;150.0;-22.998308399842053;-43.36992079103866
Copacabana;3;1;0;200;6500.0;1500.0;460.0;-22.96955917352106;-43.18429879043071
São Conrado;2;1;1;79;2200.0;1040.0;0.0;-22.987844246438264;-43.267850426430584
Laranjeiras;1;1;0;41;1500.0;740.0;24.0;-22.93756380094494;-43.19162839086914
Barra da Tijuca;2;1;1;70;2800.0;1450.0;240.0;-22.997311218735696;-43.36338439452062
Recreio dos Bandeirantes;2;2;2;180;3800.0;1200.0;300.0;-23.020359962306788;-43.46244385678765
Lagoa;2;1;1;80;3100.0;900.0;170.0;-22.960781869571868;-43.20623217882632
Ipanema;3;3;3;175;9000.0;3000.0;650.0;-22.985202317545085;-43.1979776474342
Ipanema;2;0;0;130;7500.0;1300.0;0.0;-22.983570716736267;-43.20470744228388
Pechincha;2;1;0;46;800.0;240.0;0.0;-22.930597717601238;-43.353810856163626
Barra da Tijuca;1;1;0;64;1800.0;1135.0;1314.0;-22.997058124234133;-43.3647701504598
Recreio dos Bandeirantes;3;2;3;140;2900.0;570.0;0.0;-23.017779358767058;-43.46645546786527
Tijuca;3;1;0;100;1800.0;788.0;126.0;-22.9276743595138;-43.234716885012034
Vila Isabel;2;0;0;63;1100.0;650.0;20.0;-22.91467796571319;-43.25104643645844
Leblon;1;0;1;32;1500.0;715.0;120.0;-22.980075488965504;-43.22911608628692
Copacabana;3;2;1;113;4000.0;1186.0;311.0;-22.970726641765598;-43.18554848554752
Barra da Tijuca;2;1;1;63;1800.0;1400.0;86.0;-23.002388795572728;-43.365210541791136
Barra da Tijuca;4;3;2;190;3500.0;1100.0;0.0;-22.99713089476608;-43.36762113381965
Ipanema;3;2;1;150;6300.0;2200.0;4900.0;-22.980982196626165;-43.200062925205046
Flamengo;3;1;1;250;10000.0;970.0;0.0;-22.93683639949664;-43.175385397081065
Leblon;3;1;0;98;4000.0;1243.0;174.0;-22.982133503986717;-43.22487734648496
Leme;2;0;0;75;4130.0;705.0;120.0;-22.961731398806997;-43.163942878230635
Ipanema;3;1;1;130;5600.0;1870.0;0.0;-22.986244995676913;-43.20090949606849
Barra da Tijuca;2;1;1;68;1400.0;800.0;0.0;-22.99988131013779;-43.36337960810233
Recreio dos Bandeirantes;3;2;1;103;2000.0;1150.0;180.0;-23.020578435557336;-43.460447407133216
Barra da Tijuca;3;2;1;108;3500.0;1765.0;6900.0;-22.99912669552624;-43.36848278133278
Barra da Tijuca;2;1;1;80;5000.0;2350.0;350.0;-22.99940372246309;-43.369471677044665
Copacabana;2;0;0;75;2200.0;811.0;197.0;-22.975156940741684;-43.1838000146597
Ipanema;4;5;4;370;25000.0;7600.0;2700.0;-22.983001846186824;-43.20054598115602
Copacabana;3;0;1;120;3200.0;1250.0;200.0;-22.974201178751528;-43.18431201925445
Ipanema;1;1;0;40;2300.0;650.0;26.0;-22.9797570766677;-43.19794597396521
Lagoa;3;2;3;125;4800.0;1900.0;590.0;-22.959647769248086;-43.201072514472386
Jardim Botânico;2;2;1;85;3500.0;1630.0;196.0;-22.959281391903875;-43.22083596370939
Recreio dos Bandeirantes;2;1;1;70;1500.0;600.0;90.0;-23.022985696346264;-43.46135087102155
Copacabana;1;0;0;32;1500.0;484.0;25.0;-22.974773647202284;-43.18843924911208
Barra da Tijuca;4;3;4;160;2100.0;1647.0;196.0;-22.995833302017434;-43.36485549306443
Leblon;2;0;1;65;3750.0;1240.0;1144.0;-22.979610548605077;-43.22230736751254
Pechincha;2;1;1;60;1500.0;440.0;0.0;-22.92939515490719;-43.35478857625215
Copacabana;3;0;1;110;4000.0;1400.0;200.0;-22.967556316220136;-43.18443956004707
Ipanema;1;1;0;54;3400.0;750.0;197.0;-22.983203447537566;-43.203845315001736
Ipanema;3;0;0;85;2500.0;1960.0;171.0;-22.985961875029275;-43.20373323600731
Copacabana;2;0;1;110;3000.0;1000.0;20.0;-22.97136691723233;-43.187065348050865
Recreio dos Bandeirantes;4;2;3;251;4000.0;1034.0;0.0;-23.021222389864185;-43.46278354886528
Tijuca;3;1;1;94;3300.0;1190.0;240.0;-22.928776162639398;-43.230311417492125
Tijuca;3;1;0;100;1700.0;950.0;152.0;-22.925385734328625;-43.23236250274907
Recreio dos Bandeirantes;3;3;1;100;2350.0;460.0;170.0;-23.014179830046643;-43.46497449573341
Ipanema;3;1;0;120;3500.0;1400.0;342.0;-22.983098254030025;-43.20076122605834
Vila Isabel;2;0;0;71;1500.0;100.0;0.0;-22.91691198660624;-43.24885276593796
Copacabana;2;1;1;98;3700.0;1348.0;329.0;-22.972992037775022;-43.18850298630316
Taquara;2;1;0;55;1000.0;450.0;0.0;-22.925311397037223;-43.38104125201536
Recreio dos Bandeirantes;3;3;3;190;4500.0;854.0;503.0;-23.021385157447952;-43.46045695153384
Ipanema;2;1;2;85;10000.0;3687.0;375.0;-22.98520368560261;-43.20130774399524
Lagoa;4;4;2;489;12500.0;2860.0;550.0;-22.95975410190787;-43.20008353366133
Ipanema;3;1;0;112;3800.0;800.0;0.0;-22.987965180697145;-43.20146453715058
Barra da Tijuca;2;1;1;77;2800.0;1300.0;1300.0;-22.996615827591558;-43.366460375364134
Botafogo;2;1;1;90;3000.0;1015.0;170.0;-22.95351339580284;-43.18472845094928
Recreio dos Bandeirantes;2;2;1;88;2900.0;2200.0;0.0;-23.018078683703212;-43.46505629888299
Leblon;2;0;0;80;3600.0;500.0;120.0;-22.98554507139262;-43.22918572926274
Leblon;3;1;2;220;10500.0;1200.0;490.0;-22.980905964256817;-43.225770396665524
Barra da Tijuca;3;2;3;126;3500.0;1300.0;120.0;-22.995908669711085;-43.36584384097387
Tijuca;3;0;2;78;2300.0;661.0;0.0;-22.923054581560518;-43.22958954013384
Gávea;2;1;0;80;3000.0;984.0;162.0;-22.98408026534044;-43.234756851513914
Copacabana;3;0;0;160;8000.0;500.0;150.0;-22.968452196151983;-43.188723801522094
Copacabana;1;1;0;53;1700.0;600.0;0.0;-22.971374893944958;-43.18000560962849
Copacabana;2;1;1;84;5500.0;850.0;99.0;-22.976385295115925;-43.18214976601203
Barra da Tijuca;2;1;1;77;3000.0;1300.0;0.0;-23.001201946959046;-43.36182109478427
