Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Latitude;Longitude
Barra da Tijuca;4;3;4;240;9500.0;3626.0;1502.0;-23.00268376436107;-43.364769103240626
Ipanema;3;2;1;160;6500.0;2200.0;420.0;-22.982272182889545;-43.20541719288655
Tijuca;3;2;1;132;2200.0;1100.0;0.0;-22.921249265979203;-43.23197280025035
Campo Grande;2;1;0;50;850.0;370.0;0.0;-22.904923255124146;-43.561911326532794
Andaraí;2;0;0;50;1500.0;100.0;0.0;-22.930049066678357;-43.256876903856856
Tijuca;2;1;1;89;1800.0;914.0;137.0;-22.92398226570125;-43.23564869835424
Tijuca;2;0;0;61;1200.0;500.0;0.0;-22.922337060194945;-43.23036073184864
Barra da Tijuca;4;3;4;225;7500.0;3900.0;540.0;-23.001436133834126;-43.36813032264955
Recreio dos Bandeirantes;4;2;2;300;5000.0;1168.0;363.0;-23.015868204264642;-43.4628923004662
Copacabana;2;0;0;74;2500.0;830.0;720.0;-22.96789014132748;-43.1855510265301
Rocha;2;1;1;60;900.0;590.0;0.0;-22.89967191389446;-43.24446036550912
Tijuca;3;1;1;170;3000.0;1200.0;200.0;-22.92128938399879;-43.23116623799459
Barra da Tijuca;2;2;1;110;6000.0;2100.0;0.0;-23.000426764104102;-43.36806238739477
Barra da Tijuca;4;2;2;129;4500.0;1850.0;320.0;-22.997516686568904;-43.36294680578665
Botafogo;2;1;1;82;4000.0;1130.0;0.0;-22.9486665702039;-43.1836706706977
Recreio dos Bandeirantes;2;1;1;64;1750.0;660.0;0.0;-23.017408901339206;-43.4671394326034
Copacabana;3;1;1;190;8500.0;1286.0;324.0;-22.97100833914894;-43.183364327611855
Leblon;3;1;0;120;4500.0;2000.0;275.0;-22.984096983218677;-43.22067166294608
Centro;2;0;0;80;2400.0;385.0;175.0;-22.27939612168755;-42.53202299793832
Méier;4;2;0;130;3000.0;1200.0;240.0;-22.902864355618945;-43.28185407884765
Ipanema;4;2;4;215;19500.0;2500.0;0.0;-22.98276141379234;-43.20653881510992
Barra da Tijuca;1;1;0;68;3000.0;606.0;0.0;-23.003662003724028;-43.36653297130098
Ilha do Governador;2;1;0;65;1200.0;285.0;60.0;-22.807835758523964;-43.21602974198605
Vila Isabel;2;1;0;70;1500.0;500.0;45.0;-22.920895459902045;-43.25426890115983
Recreio dos Bandeirantes;1;1;1;58;1400.0;800.0;240.0;-23.018412888708824;-43.46789152789265
Barra da Tijuca;1;1;0;55;2200.0;1100.0;227.0;-22.998958576814257;-43.365862972133726
Copacabana;2;0;0;60;2600.0;500.0;0.0;-22.97383273808388;-43.18228432390775
Botafogo;3;2;2;130;4200.0;1357.0;320.0;-22.948569422232314;-43.187193424441446
Copacabana;3;1;1;130;5500.0;1220.0;220.0;-22.970668118264665;-43.1809496965855
Icaraí;3;2;1;156;2950.0;1450.0;0.0;-22.90001369275768;-43.10927505447937
Leblon;2;0;0;82;4000.0;750.0;170.0;-22.984790519978684;-43.227930649696304
Copacabana;3;0;0;80;3100.0;1000.0;100.0;-22.976204540446698;-43.184483854203485
Lagoa;3;1;0;170;4000.0;1534.0;0.0;-22.9653466618763;-43.20114862183797
Leblon;1;1;0;55;6200.0;980.0;90.0;-22.98505666954218;-43.22294481970828
Leblon;3;1;1;130;5000.0;1690.0;291.0;-22.98084273264847;-43.228972273200114
Recreio dos Bandeirantes;3;2;3;180;3100.0;915.0;0.0;-23.019795399349068;-43.460459007984866
Santa Teresa;2;0;1;70;2700.0;400.0;20.0;-22.925400437019174;-43.19000296357511
Ipanema;4;2;2;546;42000.0;6500.0;2800.0;-22.98254310849536;-43.204681500252654
Copacabana;3;2;1;160;5200.0;1675.0;0.0;-22.973126321440684;-43.184977860609486
Recreio dos Bandeirantes;4;2;4;190;3950.0;1290.0;300.0;-23.01599946901845;-43.46297035349323
Santa Teresa;2;0;0;95;2100.0;680.0;55.0;-22.924953467553635;-43.18716998917085
Ipanema;5;0;3;400;22500.0;4186.0;0.0;-22.985588397729806;-43.20273258878434
Flamengo;1;0;0;40;1900.0;711.0;0.0;-22.93838599078114;-43.17566063608144
Leblon;3;2;1;110;5000.0;1030.0;0.0;-22.9850009754981;-43.22317110868388
Vila Isabel;2;0;0;75;1200.0;665.0;0.0;-22.917010910355177;-43.249502349635684
Recreio dos Bandeirantes;2;1;1;71;1700.0;780.0;0.0;-23.01585794520973;-43.465259062407306
Freguesia (Jacarepaguá);2;0;1;62;1200.0;200.0;416.0;-22.937301204234757;-43.34600726253116
Copacabana;4;0;0;150;4200.0;1100.0;190.0;-22.97141923474875;-43.1883163228641
Copacabana;2;0;0;76;2300.0;702.0;165.0;-22.973003682050997;-43.18002968996372
Recreio dos Bandeirantes;4;2;2;120;3000.0;800.0;0.0;-23.017598882800215;-43.467077783138414
Botafogo;2;1;1;62;2200.0;730.0;131.0;-22.951264238746703;-43.18245954383899
Curicica;2;1;1;55;2500.0;500.0;0.0;-22.955564618256883;-43.38665425077503
Barra da Tijuca;1;2;0;68;2200.0;702.0;230.0;-23.00173796378348;-43.37048836599045
Laranjeiras;2;0;0;60;2300.0;712.0;90.0;-22.933346160632208;-43.18622992975035
Ipanema;3;2;1;126;7800.0;1800.0;400.0;-22.980505458886793;-43.20625733348153
Laranjeiras;2;1;0;75;2200.0;890.0;107.0;-22.93107808624992;-43.19136128272447
São Conrado;2;1;2;103;3500.0;890.0;380.0;-22.995185782236845;-43.26703549381062
Recreio dos Bandeirantes;1;0;0;54;1800.0;458.0;112.0;-23.014981123819023;-43.46464301407469
Copacabana;4;1;1;240;8000.0;2400.0;650.0;-22.97267824873278;-43.18226108514884
Leblon;2;1;2;100;5600.0;1400.0;300.0;-22.98115498916913;-43.22935921417778
Jacarepaguá;2;1;0;90;1500.0;614.0;84.0;-22.954812550347537;-43.37564991285073
Urca;3;1;1;130;4900.0;2100.0;269.0;-22.955692907319133;-43.16934055976599
Copacabana;2;0;0;60;2000.0;590.0;0.0;-22.974699890729973;-43.186198161065526
Copacabana;3;1;2;281;10000.0;2630.0;530.0;-22.96924947327097;-43.18453770178266
Copacabana;1;0;0;70;1800.0;990.0;0.0;-22.971986141284187;-43.18262500193132
Vila Isabel;2;1;1;95;1700.0;750.0;0.0;-22.91228696255178;-43.24696278802552
Botafogo;2;0;0;44;2000.0;386.0;25.0;-22.952218464785187;-43.188730108239604
Leme;3;0;1;180;6000.0;1500.0;500.0;-22.96508716588793;-43.16526010044737
Andaraí;2;1;0;57;1300.0;402.0;49.0;-22.932044242438696;-43.256405173353606
Jardim Botânico;4;3;3;340;15000.0;2990.0;1416.0;-22.965194327162454;-43.227108524489864
Barra da Tijuca;4;4;4;225;13000.0;4000.0;13000.0;-23.000794682336476;-43.3615850847964
Ilha do Governador;3;1;1;115;2300.0;650.0;0.0;-22.80415327563924;-43.22285906248938
Ipanema;4;2;3;283;13000.0;5000.0;1000.0;-22.98589036777235;-43.198605318319764
Lagoa;2;0;1;95;3500.0;600.0;280.0;-22.961172800523435;-43.20275238835122
Copacabana;4;2;4;410;25000.0;2200.0;1350.0;-22.968769072397723;-43.180659495670064
Andaraí;3;1;1;74;1900.0;450.0;0.0;-22.924692907109662;-43.25087079724546
Barra da Tijuca;2;1;0;71;1700.0;1444.0;0.0;-22.996035611708873;-43.36623256085597
Copacabana;3;1;0;82;4500.0;893.0;111.0;-22.973914707630072;-43.18296389993232
Leblon;3;2;1;160;9000.0;2800.0;0.0;-22.980386014225786;-43.223395649909385
Recreio dos Bandeirantes;3;2;1;110;2200.0;900.0;220.0;-23.019389802890714;-43.462016524757864
Copacabana;4;1;0;160;3300.0;1600.0;190.0;-22.96841153427415;-43.18105883982515
Vila Isabel;3;0;0;82;1500.0;410.0;83.0;-22.91293698965343;-43.25233153547504
Tijuca;4;2;1;145;3750.0;1640.0;256.0;-22.92888301779938;-43.23514588655009
Copacabana;3;0;1;150;3700.0;1500.0;258.0;-22.97067101900224;-43.1834073850906
Copacabana;1;0;0;30;1200.0;350.0;0.0;-22.97584891296806;-43.18590808002447
Ipanema;3;1;0;118;4600.0;1354.0;278.0;-22.987599621640005;-43.198912686875694
Recreio dos Bandeirantes;3;2;1;159;2500.0;1338.0;3166.0;-23.015792480460977;-43.459012223157046
Laranjeiras;4;2;1;327;15000.0;1966.0;727.0;-22.932308016973625;-43.1855830051536
Copacabana;1;0;0;42;1500.0;390.0;24.0;-22.974001938083894;-43.18651005568801
Copacabana;2;0;1;100;5000.0;965.0;86.0;-22.969690769485826;-43.18195894422813
Flamengo;1;1;1;76;3200.0;662.0;198.0;-22.93488100091671;-43.17595546230376
Itanhangá;2;0;0;55;950.0;490.0;28.0;-22.986583048187565;-43.30598569934162
Copacabana;2;1;1;75;2699.0;1620.0;110.0;-22.973655428049174;-43.18269588809429
Barra da Tijuca;2;1;1;90;3500.0;521.0;0.0;-22.99872951417705;-43.36495312915191
São Conrado;3;2;1;130;4500.0;2100.0;425.0;-22.992319252574532;-43.26535493734427
Leblon;1;1;1;55;3000.0;1053.0;160.0;-22.981692687550236;-43.22344505848229
Pechincha;2;1;0;70;1100.0;500.0;0.0;-22.929396764329255;-43.35642722852006
Tijuca;2;1;1;80;2100.0;750.0;120.0;-22.92159704918476;-43.234684974129216
Barra da Tijuca;3;2;1;120;5500.0;2600.0;740.0;-22.99553602724982;-43.366852728147606
Vila Isabel;2;1;0;80;1600.0;454.0;113.0;-22.920106583480557;-43.25431834782532
Ipanema;4;2;1;300;22000.0;4000.0;3700.0;-22.98509054525353;-43.19970925722344
Cosme Velho;2;1;0;87;3000.0;792.0;0.0;-22.940452506986155;-43.20322369747904
Tijuca;3;1;0;80;1500.0;450.0;0.0;-22.928971506363425;-43.234591013467
Copacabana;1;0;0;37;1800.0;402.0;73.0;-22.976043491852604;-43.18032928005562
Copacabana;2;0;1;60;2950.0;700.0;140.0;-22.976380435756024;-43.181717558122884
Campo Grande;1;1;0;41;600.0;195.0;0.0;-22.90650677875312;-43.55597241316347
Tijuca;2;0;1;84;2100.0;1150.0;408.0;-22.926329368636758;-43.23638025905198
Copacabana;2;0;0;82;3650.0;690.0;0.0;-22.97028560979332;-43.180717058130526
Flamengo;3;1;0;165;5500.0;1550.0;35.0;-22.934562957838832;-43.17738551220907
Freguesia (Jacarepaguá);2;1;0;48;1200.0;492.0;15.0;-22.94385817692693;-43.34262912640737
Vicente de Carvalho;3;1;1;74;1800.0;505.0;64.0;-22.85995996276002;-43.31326040978795
Flamengo;1;0;0;37;2300.0;485.0;56.0;-22.930363611637162;-43.173560911313125
Leblon;3;1;0;100;4990.0;950.0;334.0;-22.98464088420359;-43.22739767486111
Itanhangá;2;1;0;60;950.0;522.0;80.0;-22.983465174750854;-43.30544065300365
Barra da Tijuca;3;2;2;112;5500.0;1200.0;682.0;-22.995334314732006;-43.36667916169737
Catete;3;0;0;70;2700.0;600.0;72.0;-22.92301290679569;-43.177954251965744
Barra da Tijuca;3;2;1;74;2800.0;622.0;64.0;-22.996428266147813;-43.36381887259312
Ipanema;3;1;1;145;8000.0;1700.0;0.0;-22.986118510780482;-43.199773282554126
Recreio dos Bandeirantes;2;1;1;70;2000.0;750.0;150.0;-23.015950603681095;-43.46172155667065
Jacarepaguá;2;1;0;46;900.0;280.0;0.0;-22.9566753676267;-43.37205690194776
Praça da Bandeira;1;0;0;36;1100.0;350.0;130.0;-22.90719189625274;-43.21289614116718
Barra da Tijuca;4;5;4;603;12000.0;6721.0;0.0;-23.00356502042292;-43.363801019065434
Barra da Tijuca;4;3;4;234;10500.0;3430.0;460.0;-23.001276439231784;-43.3623883136119
Leblon;3;2;2;220;7000.0;4974.0;980.0;-22.982446044303014;-43.22256149764286
Barra da Tijuca;2;1;1;72;2400.0;1200.0;222.0;-22.99692803026285;-43.37044971356239
Botafogo;2;2;1;105;3600.0;1247.0;254.0;-22.953580391510584;-43.18602514935703
Ipanema;3;2;1;140;10000.0;3050.0;690.0;-22.98692265232895;-43.20362475460842
Copacabana;4;2;2;360;6000.0;3500.0;380.0;-22.97523413006828;-43.18189830404733
Leblon;2;1;1;70;4900.0;1200.0;2703.0;-22.983814556136604;-43.22219058951732
Ipanema;4;2;1;250;6500.0;2800.0;674.0;-22.987319101637418;-43.20259605423999
Taquara;2;1;0;50;900.0;450.0;14.0;-22.91862934590703;-43.38375759486386
Recreio dos Bandeirantes;3;1;1;92;2700.0;870.0;188.0;-23.016237786557046;-43.46748426173799
São Conrado;4;2;1;220;7000.0;3900.0;1000.0;-22.98786901428734;-43.26876436917903
Recreio dos Bandeirantes;3;2;1;122;2500.0;462.0;0.0;-23.01432257362927;-43.465217628031155
Flamengo;4;2;2;150;7000.0;1965.0;0.0;-22.934764454740233;-43.17256211389932
Barra da Tijuca;2;1;2;70;4000.0;1600.0;300.0;-23.000219382336713;-43.365846999597174
Leme;3;1;1;120;4200.0;900.0;0.0;-22.965102640217665;-43.170694632919
Taquara;2;1;1;130;2100.0;520.0;500.0;-22.921638099647573;-43.38669016858186
Tijuca;3;1;0;92;1900.0;655.0;0.0;-22.92403413749897;-43.23170602978616
Tijuca;3;1;1;95;2300.0;1400.0;118.0;-22.923283679220393;-43.23257692749491
Leblon;1;0;1;58;6000.0;950.0;150.0;-22.979173654925358;-43.227562650021554
Botafogo;3;1;1;101;5100.0;1340.0;342.0;-22.953112397732102;-43.18342151408099
Laranjeiras;4;3;1;216;7000.0;2700.0;5000.0;-22.932239518774672;-43.189279817248746
Gardênia Azul;2;1;0;50;1700.0;470.0;0.0;-22.96075412533446;-43.3521171902292
Ipanema;2;0;0;65;3500.0;902.0;184.0;-22.986081391697777;-43.20416712682662
Taquara;2;0;0;41;900.0;230.0;0.0;-22.92372029230518;-43.38873980514871
Copacabana;3;1;0;100;3100.0;700.0;0.0;-22.975728851533642;-43.18560033718558
Lagoa;4;4;3;392;10500.0;2890.0;2200.0;-22.961939162888992;-43.204688973843794
Ipanema;3;1;1;170;8500.0;1650.0;440.0;-22.98059984901151;-43.2037399908552
Ribeira;1;1;0;58;1100.0;565.0;500.0;-22.823804573000395;-43.17000626317691
Copacabana;3;1;1;300;5000.0;1400.0;400.0;-22.969856585490472;-43.18360167069033
Recreio dos Bandeirantes;2;1;1;65;1600.0;550.0;0.0;-23.021162078890487;-43.46397153275868
Leme;3;1;1;180;7500.0;1900.0;5000.0;-22.965501849441498;-43.169760283867504
Vila Isabel;2;0;0;50;1300.0;300.0;24.0;-22.912453413119458;-43.25197043167865
Botafogo;3;2;3;186;22000.0;3500.0;1060.0;-22.95546719764379;-43.18860552133312
Barra da Tijuca;3;1;1;107;2100.0;1258.0;144.0;-23.00412224703861;-43.36918468581412
Copacabana;1;0;0;25;1200.0;420.0;25.0;-22.97452878078713;-43.18482735269108
Centro;2;0;0;65;2690.0;530.0;21.0;-22.27713379700203;-42.531709837937164
Barra da Tijuca;2;1;1;70;1750.0;750.0;78.0;-23.002549143131244;-43.369618359118846
Cosme Velho;3;1;1;130;2600.0;1034.0;240.0;-22.945073487538448;-43.204075360019125
Taquara;2;0;0;50;900.0;451.0;0.0;-22.924508446877997;-43.38292272999601
Tijuca;1;0;0;25;1400.0;310.0;0.0;-22.92392039210348;-43.23670571628148
Botafogo;3;2;1;102;3800.0;891.0;0.0;-22.95126079825732;-43.184486689104
Del Castilho;2;1;0;100;890.0;340.0;0.0;-22.876335670491834;-43.273572696746136
Laranjeiras;2;1;1;68;3300.0;1580.0;180.0;-22.93197290837463;-43.186079666340035
Barra da Tijuca;4;3;2;270;12000.0;3550.0;0.0;-23.001433971132595;-43.36985551715249
Ipanema;4;3;4;320;28000.0;5700.0;1500.0;-22.984369502311587;-43.20190821086104
Copacabana;4;1;1;172;11000.0;2000.0;475.0;-22.975088009673666;-43.1851064737587
Tijuca;2;1;0;60;1550.0;550.0;51.0;-22.924694497316345;-43.2333978820148
Ipanema;3;1;1;150;7400.0;1890.0;700.0;-22.98022857261806;-43.202111192636785
Copacabana;2;0;0;78;2700.0;740.0;30.0;-22.974504936522408;-43.18381457290103
Leme;1;0;0;35;2000.0;450.0;50.0;-22.96293120595099;-43.16244500915792
Grajaú;2;0;0;90;1500.0;500.0;90.0;-22.91824611784984;-43.266120936696886
Botafogo;3;1;0;118;4500.0;1488.0;194.0;-22.9481988709167;-43.18879554749338
Leblon;3;0;1;120;9500.0;2180.0;435.0;-22.9833396236169;-43.22797209646157
Ipanema;3;1;1;170;13000.0;1776.0;509.0;-22.98143551046437;-43.204531434203346
Barra da Tijuca;2;2;1;105;4499.0;1780.0;0.0;-23.00254881874616;-43.363052124857454
Méier;3;1;1;120;2000.0;796.0;172.0;-22.90372945408994;-43.28050085105308
Jardim Guanabara;3;3;1;140;2300.0;800.0;0.0;-22.81585843307508;-43.20077847911167
Lagoa;4;2;1;200;8000.0;2090.0;702.0;-22.96420147898152;-43.20510159798626
Barra da Tijuca;4;3;4;340;5500.0;1798.0;623.0;-22.996411917579294;-43.36312429169714
Flamengo;4;2;1;330;10000.0;2368.0;1045.0;-22.932648653337406;-43.17498876194994
Centro;2;0;0;65;1600.0;400.0;0.0;-22.283174792393613;-42.53078027997442
Cachambi;3;1;0;60;1400.0;660.0;37.0;-22.886387033874048;-43.272977190480276
Ipanema;4;2;1;200;9500.0;3700.0;1500.0;-22.98175046606107;-43.200477680252
Tijuca;1;0;0;33;1350.0;260.0;24.0;-22.927070037847038;-43.22955370728914
Flamengo;4;3;3;460;20000.0;3300.0;990.0;-22.930437217511066;-43.17899957288105
Ipanema;1;0;0;32;2300.0;279.0;23.0;-22.986772432105607;-43.19988206381505
Jacarepaguá;2;1;0;50;1800.0;520.0;18.0;-22.957415323753406;-43.36811975232627
Barra da Tijuca;2;1;1;80;2500.0;1319.0;150.0;-22.998283430464813;-43.36916272960769
Leblon;4;2;1;560;25000.0;2300.0;6000.0;-22.983887031755557;-43.22173976539365
Flamengo;3;1;2;365;15000.0;2300.0;950.0;-22.93609389147207;-43.176692124974494
Botafogo;3;3;1;96;6500.0;488.0;0.0;-22.947667250523242;-43.187681411526334
Lagoa;4;3;2;270;10900.0;1628.0;0.0;-22.96620919910455;-43.198278149253284
Barra da Tijuca;4;3;3;338;12000.0;4100.0;825.0;-23.000357137269546;-43.366034839243945
Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;180.0;-23.02165951958388;-43.459510252596594
Cachambi;1;0;0;36;600.0;407.0;0.0;-22.889753086472457;-43.278756832901735
Piedade;2;0;0;73;990.0;255.0;0.0;-22.892595158582242;-43.30783604022701
Copacabana;4;2;1;200;6300.0;1650.0;0.0;-22.975995586351303;-43.18613113963724
Leblon;3;2;3;140;14000.0;2500.0;650.0;-22.985507500199486;-43.22202949072183
Barra da Tijuca;1;1;0;48;3200.0;1670.0;0.0;-23.003360085721084;-43.3630891763565
Laranjeiras;2;1;1;71;2700.0;915.0;131.0;-22.93297970426568;-43.18766312512818
Barra da Tijuca;4;1;1;133;3500.0;1200.0;423.0;-22.997652385513923;-43.36253356310566
Barra da Tijuca;2;1;0;60;2350.0;960.0;183.0;-23.00043710465033;-43.36613447289794
Santa Teresa;1;0;1;45;2150.0;700.0;100.0;-22.92340814694876;-43.1834017363038
Barra da Tijuca;3;2;1;105;3200.0;1800.0;244.0;-23.000616171071094;-43.36271273197393
Santa Teresa;2;0;0;45;1700.0;445.0;0.0;-22.920707757513032;-43.184062545227974
Ipanema;4;2;1;200;9500.0;3700.0;923.0;-22.98368963521855;-43.20544814313092
Copacabana;4;1;0;180;2000.0;1924.0;423.0;-22.972031453955207;-43.188221560518414
Copacabana;2;1;1;100;6000.0;1200.0;300.0;-22.972571911924252;-43.18197143449517
Méier;2;0;0;67;1100.0;538.0;13.0;-22.90009955527627;-43.28167205811468
Barra da Tijuca;3;2;2;110;5000.0;1970.0;235.0;-22.998423296284457;-43.36174721474188
Barra da Tijuca;2;1;1;77;2100.0;1000.0;100.0;-22.995609654544378;-43.368194436867924
Barra da Tijuca;2;1;1;85;2200.0;1300.0;330.0;-23.002264182118882;-43.36393330475146
Lagoa;2;1;2;167;7000.0;1480.0;510.0;-22.96648756006097;-43.20446803229551
Tijuca;3;1;1;90;2500.0;1350.0;0.0;-22.928913908382324;-43.234471076120684
Recreio dos Bandeirantes;3;1;1;106;1700.0;650.0;2057.0;-23.02061949579823;-43.46785782120211
Realengo;2;0;0;60;550.0;247.0;0.0;-22.881181673526772;-43.43303265567329
Lagoa;3;3;3;400;30000.0;5900.0;2900.0;-22.966056512081796;-43.204757240511
Barra da Tijuca;2;1;1;68;1900.0;960.0;107.0;-23.002202214858443;-43.36639189508934
Recreio dos Bandeirantes;3;2;1;140;3000.0;1300.0;300.0;-23.01743311333207;-43.466968857125146
Ipanema;2;1;2;200;13000.0;1500.0;0.0;-22.982013290137115;-43.20022677625446
Barra da Tijuca;2;1;1;80;3000.0;2000.0;220.0;-23.00071322719213;-43.36222324182736
Botafogo;3;2;1;160;3900.0;2219.0;428.0;-22.955097861552314;-43.18465716367344
Recreio dos Bandeirantes;2;1;1;76;2000.0;817.0;150.0;-23.016409780645937;-43.45902210016757
Tijuca;1;0;0;50;1400.0;511.0;0.0;-22.921319350962545;-43.22930028885223
Barra da Tijuca;3;2;1;106;3500.0;1765.0;690.0;-23.0018259974521;-43.369767463429056
Tijuca;3;1;1;100;2300.0;690.0;0.0;-22.92738375161822;-43.233348479333564
Piedade;2;1;0;50;1000.0;150.0;0.0;-22.890094951137005;-43.31137799916509
Barra da Tijuca;1;1;0;76;1600.0;1007.0;181.0;-23.001111701980822;-43.36600157155922
Tijuca;3;1;0;90;2500.0;790.0;96.0;-22.92664316705242;-43.23239848187332
Copacabana;1;1;1;45;2250.0;1200.0;270.0;-22.971107179429232;-43.18152165040849
Barra da Tijuca;2;1;1;70;2300.0;950.0;70.0;-22.99763545956301;-43.367395666025025
Barra da Tijuca;2;1;1;70;2300.0;900.0;0.0;-23.003392216899584;-43.36919638838275
Botafogo;2;1;1;92;3300.0;833.0;236.0;-22.951480438627446;-43.183307282212155
Botafogo;3;2;1;437;18000.0;4400.0;0.0;-22.949705358956678;-43.18916853724889
Copacabana;2;2;1;78;3580.0;861.0;0.0;-22.97218317503795;-43.1847855719127
Barra da Tijuca;2;1;1;80;2250.0;1150.0;138.0;-23.001492482305604;-43.36200824396
Leblon;2;0;0;68;2700.0;1050.0;187.0;-22.979800790100327;-43.22561488249585
Méier;2;0;0;55;1400.0;225.0;71.0;-22.90408242463252;-43.27593395405218
Barra da Tijuca;2;1;1;104;3800.0;2570.0;655.0;-23.001404387508916;-43.36582667011984
Leblon;3;2;1;260;8000.0;4300.0;1185.0;-22.98733570829453;-43.22389766597794
Gávea;4;3;4;571;7500.0;5000.0;1639.0;-22.984238200291998;-43.2375173774421
Copacabana;1;0;0;50;2000.0;660.0;25.0;-22.968375177003256;-43.18392387641489
Barra da Tijuca;4;4;3;220;8440.0;960.0;600.0;-23.002963897102706;-43.36634368238349
Laranjeiras;2;0;0;65;2100.0;817.0;28.0;-22.93870268654898;-43.18808076582801
Glória;1;0;0;50;1400.0;480.0;20.0;-22.918551093782696;-43.17578445348129
Humaitá;2;1;1;85;2800.0;900.0;194.0;-22.956134812651417;-43.20201519522449
Barra da Tijuca;3;1;1;70;2259.0;600.0;740.0;-23.002642764531387;-43.36817105811223
Leme;1;0;1;27;1400.0;385.0;0.0;-22.96382951030568;-43.16733692823969
Campo Grande;2;1;1;65;700.0;450.0;0.0;-22.90676020638829;-43.56097530116198
Leblon;1;0;1;75;3200.0;900.0;130.0;-22.981847973519713;-43.2288421591225
Méier;1;0;0;42;1200.0;380.0;15.0;-22.89855219298864;-43.28171058573151
Recreio dos Bandeirantes;3;3;1;193;4500.0;840.0;502.0;-23.017669053603136;-43.46686217994367
Botafogo;2;1;0;90;5600.0;1200.0;0.0;-22.94728372622225;-43.1853035100334
Copacabana;3;1;0;212;5000.0;2281.0;777.0;-22.971225570276847;-43.179843661597786
Barra da Tijuca;4;3;2;260;20009.0;4200.0;0.0;-22.999845633931102;-43.363994506833784
Recreio dos Bandeirantes;3;2;2;88;1800.0;900.0;195.0;-23.020787506136593;-43.46267089817307
Taquara;2;0;0;91;1400.0;350.0;12.0;-22.92540192602346;-43.38291871358778
Flamengo;2;0;0;72;2300.0;580.0;1200.0;-22.931113762050632;-43.177157140942064
Recreio dos Bandeirantes;3;1;1;70;1800.0;602.0;196.0;-23.017909699429364;-43.45894961118262
Recreio dos Bandeirantes;2;1;1;72;1700.0;931.0;0.0;-23.01410138208476;-43.45964964700788
Copacabana;3;0;0;147;4200.0;1200.0;190.0;-22.968955768719443;-43.182578397640036
Copacabana;1;0;0;38;1300.0;520.0;74.0;-22.971746577341435;-43.18013665105896
Copacabana;3;0;0;125;3500.0;1700.0;0.0;-22.974968257362224;-43.184885022099635
Catete;3;1;1;90;3500.0;1200.0;200.0;-22.93010065336533;-43.17846018464311
Botafogo;1;1;0;61;2650.0;569.0;138.0;-22.955164409110612;-43.18780105789357
Santa Teresa;3;0;0;110;1800.0;886.0;70.0;-22.92331277955787;-43.181607482875194
Tijuca;2;1;1;100;1800.0;727.0;102.0;-22.922609421840544;-43.22832565928867
Recreio dos Bandeirantes;2;1;1;69;2400.0;950.0;118.0;-23.018941552827332;-43.462669258389994
Botafogo;2;1;1;80;2500.0;920.0;150.0;-22.94939626496309;-43.188536389068155
Recreio dos Bandeirantes;3;2;1;110;2400.0;810.0;221.0;-23.01410696193413;-43.45983978637447
Recreio dos Bandeirantes;2;1;2;85;1700.0;588.0;0.0;-23.020699044389442;-43.463258707590434
Tijuca;3;0;0;122;1500.0;695.0;172.0;-22.924856660176598;-43.23697156173821
Tijuca;2;1;0;68;2000.0;705.0;99.0;-22.925956496013136;-43.23583777913116
Copacabana;2;2;1;87;5300.0;1064.0;161.0;-22.976351950515973;-43.1862904999145
Flamengo;3;1;1;165;8000.0;1377.0;300.0;-22.935310462597123;-43.17027731430688
Ipanema;2;1;2;90;10000.0;3687.0;475.0;-22.98206428564076;-43.20413921515255
Barra da Tijuca;4;3;1;189;5500.0;2700.0;435.0;-22.99621804825329;-43.367841446301526
Barra da Tijuca;2;1;1;65;1300.0;900.0;0.0;-22.99726966334012;-43.36505651459805
Copacabana;4;2;3;500;20000.0;3000.0;9825.0;-22.968761394555017;-43.18500230909595
Ipanema;3;2;1;280;18000.0;2700.0;700.0;-22.98033619855386;-43.199621385980734
Barra da Tijuca;2;1;0;70;1400.0;690.0;0.0;-22.998878708134978;-43.367347646128145
Riachuelo;2;1;0;60;950.0;450.0;15.0;-22.906180450393627;-43.258605543994236
Recreio dos Bandeirantes;3;1;1;110;2500.0;693.0;1.0;-23.016843042582412;-43.45991831818074
Barra da Tijuca;3;2;3;169;5000.0;1200.0;386.0;-22.99768646011541;-43.3616622045628
Tijuca;2;1;0;83;2200.0;750.0;83.0;-22.929048554498863;-43.233530194402654
Curicica;2;0;0;80;1200.0;80.0;0.0;-22.947683163061605;-43.38456024312433
Recreio dos Bandeirantes;3;1;1;89;3000.0;940.0;207.0;-23.015308710282373;-43.466677171707765
Recreio dos Bandeirantes;3;3;3;175;3500.0;650.0;4180.0;-23.017080797782135;-43.46671128384112
Recreio dos Bandeirantes;2;2;1;70;1300.0;718.0;80.0;-23.02174040186761;-43.4596077375432
Tijuca;2;1;1;80;1800.0;600.0;21.0;-22.924754609916913;-43.229406197637665
Recreio dos Bandeirantes;2;1;1;90;2300.0;700.0;1200.0;-23.020815789755392;-43.467343177800885
Recreio dos Bandeirantes;3;2;1;83;1600.0;845.0;157.0;-23.016345988135267;-43.459425059692016
Copacabana;1;0;0;35;3000.0;700.0;80.0;-22.967714384706284;-43.184611694282495
Barra da Tijuca;1;1;0;42;1000.0;740.0;0.0;-23.001005620643156;-43.364577822151496
